X_train_path,y_train_path,best_algorithm,best_r2_score,algorithm_rankings
data\brazilian_houses\7\X_train.parquet,data\brazilian_houses\7\y_train.parquet,LGBMRegressor,0.998801457,"{
  ""LGBMRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9988014571266327,
    ""rmse"": 0.026218579970932722
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9986255706062612,
    ""rmse"": 0.028076540627709784
  },
  ""XGBRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9983870712769107,
    ""rmse"": 0.03041515031237585
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9982476956586813,
    ""rmse"": 0.03170203547388866
  },
  ""RandomForestRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.9979966759515151,
    ""rmse"": 0.03389674383897808
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.9655092509419615,
    ""rmse"": 0.14064804254861876
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.95074049209314,
    ""rmse"": 0.16808440210151182
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 8,
    ""r2_score"": 0.9403423064615082,
    ""rmse"": 0.18497609571187285
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.8573889963695059,
    ""rmse"": 0.2859953007948152
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.8572212696556836,
    ""rmse"": 0.28616343282802736
  }
}"
data\brazilian_houses\8\X_train.parquet,data\brazilian_houses\8\y_train.parquet,RandomForestRegressor,0.999312181,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9993121810944846,
    ""rmse"": 0.021316410749192403
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9991731190961405,
    ""rmse"": 0.0233721414993708
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9986602728842974,
    ""rmse"": 0.029749878712696756
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9977054716036404,
    ""rmse"": 0.03893352662095298
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.9961266064344081,
    ""rmse"": 0.0505851263561297
  },
  ""LGBMRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.9948097823040472,
    ""rmse"": 0.05855578571243073
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.9551582697552405,
    ""rmse"": 0.17211479607976565
  },
  ""MLPRegressor"": {
    ""rank"": 8,
    ""r2_score"": 0.9437812529785224,
    ""rmse"": 0.19271592628227935
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.8588410107861582,
    ""rmse"": 0.30537346412442035
  },
  ""LinearRegression"": {
    ""rank"": 10,
    ""r2_score"": 0.8583255539684675,
    ""rmse"": 0.30593050763891666
  }
}"
data\brazilian_houses\9\X_train.parquet,data\brazilian_houses\9\y_train.parquet,GradientBoostingRegressor,0.990096581,"{
  ""GradientBoostingRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9900965806940459,
    ""rmse"": 0.07801848435963564
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9887222192199586,
    ""rmse"": 0.083256231614541
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9849098728020839,
    ""rmse"": 0.0963055632981031
  },
  ""RandomForestRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9834350893677303,
    ""rmse"": 0.1009019301983585
  },
  ""LGBMRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.9817832814299283,
    ""rmse"": 0.10581323691305997
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.9809461579986347,
    ""rmse"": 0.10821717819434269
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.9339025884607154,
    ""rmse"": 0.20155665936386302
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.854587054487937,
    ""rmse"": 0.29895544056356754
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.8545520562724653,
    ""rmse"": 0.2989914149309354
  },
  ""MLPRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.7699837900914269,
    ""rmse"": 0.37599679851328394
  }
}"
data\brazilian_houses\10\X_train.parquet,data\brazilian_houses\10\y_train.parquet,XGBRegressor,0.998730911,"{
  ""XGBRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9987309113979248,
    ""rmse"": 0.029076147457863216
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9985182867181072,
    ""rmse"": 0.03141759795353719
  },
  ""RandomForestRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9977579304592276,
    ""rmse"": 0.03864696823620787
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9945039573229436,
    ""rmse"": 0.0605084375973273
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.9935546241912494,
    ""rmse"": 0.06552620455245363
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.9926931910192603,
    ""rmse"": 0.06976775811908742
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.9534740380197764,
    ""rmse"": 0.1760510305295606
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.87212175430746,
    ""rmse"": 0.29186984382900427
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.8719147365565376,
    ""rmse"": 0.29210599738350634
  },
  ""MLPRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.8713966414548787,
    ""rmse"": 0.29269617439811335
  }
}"
data\superconductivity\1\X_train.parquet,data\superconductivity\1\y_train.parquet,RandomForestRegressor,0.898214641,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.8982146407399803,
    ""rmse"": 10.757375351743095
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.895510822765383,
    ""rmse"": 10.899317912696697
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.8949449785051167,
    ""rmse"": 10.928789814235735
  },
  ""XGBRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.8936247347233007,
    ""rmse"": 10.997247358483335
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8558078507820592,
    ""rmse"": 12.80367002892283
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.8482654451596905,
    ""rmse"": 13.134269190258621
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8182658961520787,
    ""rmse"": 14.374140397821952
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.7382364289821858,
    ""rmse"": 17.251158641321055
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.7208266733156383,
    ""rmse"": 17.815607104772194
  },
  ""LinearRegression"": {
    ""rank"": 10,
    ""r2_score"": 0.7205914778214961,
    ""rmse"": 17.82311009300078
  }
}"
data\superconductivity\2\X_train.parquet,data\superconductivity\2\y_train.parquet,RandomForestRegressor,0.90080472,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9008047195754367,
    ""rmse"": 10.684065996510586
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.8969532902568496,
    ""rmse"": 10.889504582310108
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.8921830172203418,
    ""rmse"": 11.138703517039467
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.8918350729692893,
    ""rmse"": 11.156662311378263
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8605579821543068,
    ""rmse"": 12.667411729193574
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.852308893836159,
    ""rmse"": 13.03671672699667
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8422481704949325,
    ""rmse"": 13.473432768041302
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.7401883659563504,
    ""rmse"": 17.291009701037105
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.7382040462263557,
    ""rmse"": 17.356914425014498
  },
  ""LinearRegression"": {
    ""rank"": 10,
    ""r2_score"": 0.7375575175806618,
    ""rmse"": 17.378333439482365
  }
}"
data\superconductivity\3\X_train.parquet,data\superconductivity\3\y_train.parquet,XGBRegressor,0.913020407,"{
  ""XGBRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9130204072067507,
    ""rmse"": 9.934312855194548
  },
  ""RandomForestRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9129706383467652,
    ""rmse"": 9.937154606371008
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9033204318465291,
    ""rmse"": 10.473612421692327
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9017579025522913,
    ""rmse"": 10.557910126433988
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.853017188280667,
    ""rmse"": 12.914048802352317
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.8501737789123663,
    ""rmse"": 13.038362780774069
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8269735979265346,
    ""rmse"": 14.011522751768052
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.7363252110920304,
    ""rmse"": 17.296707899787485
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.7296479302456316,
    ""rmse"": 17.514348908769765
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.7276273485303368,
    ""rmse"": 17.5796772331381
  }
}"
data\superconductivity\4\X_train.parquet,data\superconductivity\4\y_train.parquet,RandomForestRegressor,0.905296642,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9052966417545694,
    ""rmse"": 10.576519432363998
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9000398904113239,
    ""rmse"": 10.866093648207752
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.8991823541865974,
    ""rmse"": 10.912603049813306
  },
  ""XGBRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.8938569817335706,
    ""rmse"": 11.197106225938729
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.859884379987392,
    ""rmse"": 12.864809460206835
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.8533520276719588,
    ""rmse"": 13.16127952834908
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8322129982234718,
    ""rmse"": 14.0779441729749
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.7432909905097591,
    ""rmse"": 17.413282162847317
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.7421387192510663,
    ""rmse"": 17.452319279431983
  },
  ""SVR"": {
    ""rank"": 10,
    ""r2_score"": 0.7277120300700346,
    ""rmse"": 17.93388203941007
  }
}"
data\superconductivity\5\X_train.parquet,data\superconductivity\5\y_train.parquet,XGBRegressor,0.889286064,"{
  ""XGBRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.8892860643303937,
    ""rmse"": 11.13188757006174
  },
  ""RandomForestRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.8824834287439979,
    ""rmse"": 11.468780015527472
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.8817612617477533,
    ""rmse"": 11.503965219572345
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.8795231664721254,
    ""rmse"": 11.612331866728582
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8371593450036552,
    ""rmse"": 13.500476182293632
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.823516312320203,
    ""rmse"": 14.054647304880527
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.7958868297905035,
    ""rmse"": 15.114827000007176
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.7043876681657248,
    ""rmse"": 18.18984256926791
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.6871124798819169,
    ""rmse"": 18.713791534819933
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.6855571584674564,
    ""rmse"": 18.76024573645161
  }
}"
data\superconductivity\6\X_train.parquet,data\superconductivity\6\y_train.parquet,RandomForestRegressor,0.905434101,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9054341011210046,
    ""rmse"": 10.25315433674785
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9020957445752443,
    ""rmse"": 10.432562654661249
  },
  ""XGBRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.8981331262215332,
    ""rmse"": 10.641594505811694
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.8971367313363962,
    ""rmse"": 10.693512403755465
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8551968647334618,
    ""rmse"": 12.68759186561975
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.8456959434153895,
    ""rmse"": 13.09721295432719
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8351628167163685,
    ""rmse"": 13.536856014873916
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.7347289607985406,
    ""rmse"": 17.172563720759637
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.7294656089063698,
    ""rmse"": 17.34209088961287
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.7292399143959483,
    ""rmse"": 17.349323239475147
  }
}"
data\superconductivity\7\X_train.parquet,data\superconductivity\7\y_train.parquet,RandomForestRegressor,0.913095263,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9130952634689571,
    ""rmse"": 10.425447137353054
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.908547310882202,
    ""rmse"": 10.694764036811831
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9070920341006616,
    ""rmse"": 10.77952050100921
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9050860423000433,
    ""rmse"": 10.89527028073351
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8719034699420822,
    ""rmse"": 12.657316784056121
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.8630074760786325,
    ""rmse"": 13.08945005832906
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8432980989601757,
    ""rmse"": 13.999421817038142
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.744930133988858,
    ""rmse"": 17.860867303079992
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.7347810181428588,
    ""rmse"": 18.2127391981065
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.7335563621678169,
    ""rmse"": 18.254739682522946
  }
}"
data\superconductivity\8\X_train.parquet,data\superconductivity\8\y_train.parquet,RandomForestRegressor,0.914947273,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9149472728219372,
    ""rmse"": 9.817104489944036
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9112562770439111,
    ""rmse"": 10.02785657531402
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9092711526610773,
    ""rmse"": 10.139393744585925
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9080458789336165,
    ""rmse"": 10.207629315173659
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8635474369924717,
    ""rmse"": 12.434551930906741
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.8585544114534678,
    ""rmse"": 12.660008440452113
  },
  ""MLPRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8564676296760907,
    ""rmse"": 12.753054632607931
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.7588991969404414,
    ""rmse"": 16.528697068118607
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.7430885092161197,
    ""rmse"": 17.06204394932017
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.7427772682305118,
    ""rmse"": 17.072375912247526
  }
}"
data\superconductivity\9\X_train.parquet,data\superconductivity\9\y_train.parquet,RandomForestRegressor,0.903687533,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9036875330215058,
    ""rmse"": 10.728405815461686
  },
  ""LGBMRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9034338823471031,
    ""rmse"": 10.742523811363057
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9018757060103584,
    ""rmse"": 10.828846854442903
  },
  ""XGBRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.8966351423179475,
    ""rmse"": 11.11425597280758
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8720829024702059,
    ""rmse"": 12.36397839816436
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.863452739211066,
    ""rmse"": 12.774250711330167
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.8355800942199687,
    ""rmse"": 14.017518463401595
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.7619515885947186,
    ""rmse"": 16.866562622323354
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.7549472168079749,
    ""rmse"": 17.1129057712568
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.7545518028484719,
    ""rmse"": 17.126706786459074
  }
}"
data\superconductivity\10\X_train.parquet,data\superconductivity\10\y_train.parquet,RandomForestRegressor,0.916430046,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.9164300463045646,
    ""rmse"": 9.876723576877739
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.9123224166491748,
    ""rmse"": 10.116542348973708
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.9118158987889394,
    ""rmse"": 10.145722156306975
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.9074219057725921,
    ""rmse"": 10.395417511454038
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.8779030959536683,
    ""rmse"": 11.938235571652509
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.8587516992651802,
    ""rmse"": 12.840426059312115
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.845061707440586,
    ""rmse"": 13.448294198135095
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": 0.763329992874568,
    ""rmse"": 16.621087291622047
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.758539093909341,
    ""rmse"": 16.78847434784262
  },
  ""BayesianRidge"": {
    ""rank"": 10,
    ""r2_score"": 0.75740859302684,
    ""rmse"": 16.827729609140324
  }
}"
data\wine_quality\1\X_train.parquet,data\wine_quality\1\y_train.parquet,RandomForestRegressor,0.51465663,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.5146566301873228,
    ""rmse"": 0.6150731941554314
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.48325449228286743,
    ""rmse"": 0.6346592740685544
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4651373160279909,
    ""rmse"": 0.645689017060436
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.45720694555204655,
    ""rmse"": 0.6504581963032702
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.38459232722382186,
    ""rmse"": 0.6926019388023094
  },
  ""SVR"": {
    ""rank"": 6,
    ""r2_score"": 0.36857139922593984,
    ""rmse"": 0.7015592810770732
  },
  ""MLPRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.3645710675529724,
    ""rmse"": 0.7037780900051096
  },
  ""BayesianRidge"": {
    ""rank"": 8,
    ""r2_score"": 0.3198078859728759,
    ""rmse"": 0.7281452920992275
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.31491496196800706,
    ""rmse"": 0.7307595354276453
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": -0.034508926788353156,
    ""rmse"": 0.8979855968324052
  }
}"
data\wine_quality\2\X_train.parquet,data\wine_quality\2\y_train.parquet,RandomForestRegressor,0.516266548,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.516266548175367,
    ""rmse"": 0.6140522263409357
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.49326419830322266,
    ""rmse"": 0.6284823440265912
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4922285693421553,
    ""rmse"": 0.6291241847400548
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.4812229319090091,
    ""rmse"": 0.6359055784187406
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.42342382624694885,
    ""rmse"": 0.6703947359849002
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.42170432890925713,
    ""rmse"": 0.6713936359157491
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.41572478201789165,
    ""rmse"": 0.6748557967722588
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.334555769928332,
    ""rmse"": 0.7202082327031119
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.3342429479273896,
    ""rmse"": 0.7203774959551963
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.14375391087856626,
    ""rmse"": 0.8169614238807971
  }
}"
