X_train_path,y_train_path,best_algorithm,best_r2_score,algorithm_rankings
data\wine_quality\3\X_train.parquet,data\wine_quality\3\y_train.parquet,RandomForestRegressor,0.482273578,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.48227357843724605,
    ""rmse"": 0.6352613222983126
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.43594067319756724,
    ""rmse"": 0.663078035299628
  },
  ""XGBRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4330158829689026,
    ""rmse"": 0.6647949667043457
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.42452578906578275,
    ""rmse"": 0.6697537943171007
  },
  ""MLPRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.40509195912656626,
    ""rmse"": 0.6809687291767808
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.37230068124649063,
    ""rmse"": 0.6994844725298845
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.36262725207370006,
    ""rmse"": 0.7048537178705944
  },
  ""BayesianRidge"": {
    ""rank"": 8,
    ""r2_score"": 0.27712135788075476,
    ""rmse"": 0.7506456053020633
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.276508524448419,
    ""rmse"": 0.7509637245820867
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.11745283646869287,
    ""rmse"": 0.8294137128487227
  }
}"
data\wine_quality\4\X_train.parquet,data\wine_quality\4\y_train.parquet,RandomForestRegressor,0.452930848,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.4529308479881171,
    ""rmse"": 0.6542790638512572
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.4376387435977419,
    ""rmse"": 0.6633604982198305
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.42227668547872654,
    ""rmse"": 0.672359982843464
  },
  ""XGBRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.4039130210876465,
    ""rmse"": 0.6829623112563746
  },
  ""MLPRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.37921747802735195,
    ""rmse"": 0.6969660935686978
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.37722602915231573,
    ""rmse"": 0.6980831200102855
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.3611677568163817,
    ""rmse"": 0.7070259014629836
  },
  ""BayesianRidge"": {
    ""rank"": 8,
    ""r2_score"": 0.25375099293564274,
    ""rmse"": 0.7641591073567928
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.2527622548338776,
    ""rmse"": 0.764665173775203
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.07137078592079804,
    ""rmse"": 0.8524385494789717
  }
}"
data\wine_quality\5\X_train.parquet,data\wine_quality\5\y_train.parquet,RandomForestRegressor,0.459924017,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.45992401671874805,
    ""rmse"": 0.6519820839664321
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.4265519145030442,
    ""rmse"": 0.6718236418570125
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4146620085068452,
    ""rmse"": 0.6787527243827796
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.40528561435301613,
    ""rmse"": 0.6841675175508489
  },
  ""MLPRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.3909310575834968,
    ""rmse"": 0.6923751249857439
  },
  ""SVR"": {
    ""rank"": 6,
    ""r2_score"": 0.37793009364542984,
    ""rmse"": 0.6997257001234573
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.3728148341178894,
    ""rmse"": 0.7025966990766617
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.29957417541590714,
    ""rmse"": 0.7424877696675743
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.2992130462862743,
    ""rmse"": 0.7426791528233989
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": -0.05925398520628122,
    ""rmse"": 0.9130788487609762
  }
}"
data\wine_quality\6\X_train.parquet,data\wine_quality\6\y_train.parquet,RandomForestRegressor,0.509899543,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.5098995433292726,
    ""rmse"": 0.6126721172761751
  },
  ""XGBRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.46554940938949585,
    ""rmse"": 0.6397928322454642
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4640915059229701,
    ""rmse"": 0.6406648287707528
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.4417604741639646,
    ""rmse"": 0.6538766877982349
  },
  ""SVR"": {
    ""rank"": 5,
    ""r2_score"": 0.4025224838447138,
    ""rmse"": 0.6764665803005263
  },
  ""MLPRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.39819811972195507,
    ""rmse"": 0.6789101984364291
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.38625971303688855,
    ""rmse"": 0.6856111604491656
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.31750317661295524,
    ""rmse"": 0.7229959751170753
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.31656197710357525,
    ""rmse"": 0.723494328361837
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.06696249310910407,
    ""rmse"": 0.8453471902988255
  }
}"
data\wine_quality\7\X_train.parquet,data\wine_quality\7\y_train.parquet,RandomForestRegressor,0.493514749,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.49351474889915803,
    ""rmse"": 0.6228291981319294
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.428620917990734,
    ""rmse"": 0.6615272383125249
  },
  ""LGBMRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4209440008517612,
    ""rmse"": 0.6659564738606238
  },
  ""XGBRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.41532468795776367,
    ""rmse"": 0.6691800116478706
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.38712482335027365,
    ""rmse"": 0.6851277813551638
  },
  ""SVR"": {
    ""rank"": 6,
    ""r2_score"": 0.3689888232782855,
    ""rmse"": 0.6951909155234647
  },
  ""MLPRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.364109846361531,
    ""rmse"": 0.6978733476203455
  },
  ""BayesianRidge"": {
    ""rank"": 8,
    ""r2_score"": 0.2793308588343062,
    ""rmse"": 0.7429396305417317
  },
  ""LinearRegression"": {
    ""rank"": 9,
    ""r2_score"": 0.27834173488812675,
    ""rmse"": 0.7434493009022508
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": -0.0015993684196198288,
    ""rmse"": 0.8758557459257962
  }
}"
data\wine_quality\8\X_train.parquet,data\wine_quality\8\y_train.parquet,RandomForestRegressor,0.462669126,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.4626691258999509,
    ""rmse"": 0.6369927922289217
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.43046793879435397,
    ""rmse"": 0.6558019584167866
  },
  ""XGBRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4259490966796875,
    ""rmse"": 0.6583985171661736
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.4258266095001705,
    ""rmse"": 0.658468723764127
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.3963703571717978,
    ""rmse"": 0.6751478671801501
  },
  ""SVR"": {
    ""rank"": 6,
    ""r2_score"": 0.3802542558269104,
    ""rmse"": 0.6841012708375512
  },
  ""MLPRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.3422737722038235,
    ""rmse"": 0.7047518114137034
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.2948586402738579,
    ""rmse"": 0.7297123810782471
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.2941005138777685,
    ""rmse"": 0.7301045475524421
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": -0.03098661549399817,
    ""rmse"": 0.8823484644885988
  }
}"
data\wine_quality\9\X_train.parquet,data\wine_quality\9\y_train.parquet,RandomForestRegressor,0.543283476,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.5432834758339007,
    ""rmse"": 0.591371171950154
  },
  ""LGBMRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.5060941726249708,
    ""rmse"": 0.6149769843475811
  },
  ""XGBRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.49783068895339966,
    ""rmse"": 0.6201002223780478
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.4858419523849884,
    ""rmse"": 0.6274586435290234
  },
  ""SVR"": {
    ""rank"": 5,
    ""r2_score"": 0.4369608553227071,
    ""rmse"": 0.6566078676624142
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.43321778565003477,
    ""rmse"": 0.6587868083375117
  },
  ""MLPRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.43115793545284287,
    ""rmse"": 0.6599828333747271
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.3337653619474067,
    ""rmse"": 0.7142502342925147
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.3331824067905226,
    ""rmse"": 0.714562650362801
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.03991831177671901,
    ""rmse"": 0.8574146122801957
  }
}"
data\wine_quality\10\X_train.parquet,data\wine_quality\10\y_train.parquet,RandomForestRegressor,0.46139954,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.46139953982300896,
    ""rmse"": 0.6421997726137915
  },
  ""LGBMRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.4433238051179017,
    ""rmse"": 0.6528871370685828
  },
  ""XGBRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.4365693926811218,
    ""rmse"": 0.6568360890443045
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.4360364139434133,
    ""rmse"": 0.6571466814729864
  },
  ""MLPRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.41943617236425623,
    ""rmse"": 0.6667480805033305
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 6,
    ""r2_score"": 0.38223584296118096,
    ""rmse"": 0.6877777796392385
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": 0.3764959942666002,
    ""rmse"": 0.6909655761177452
  },
  ""LinearRegression"": {
    ""rank"": 8,
    ""r2_score"": 0.33624928959437916,
    ""rmse"": 0.712917518660038
  },
  ""BayesianRidge"": {
    ""rank"": 9,
    ""r2_score"": 0.3350258168497944,
    ""rmse"": 0.7135742664179123
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 10,
    ""r2_score"": 0.05184479237576589,
    ""rmse"": 0.8520724131552869
  }
}"
data\yprop_4_1\1\X_train.parquet,data\yprop_4_1\1\y_train.parquet,HistGradientBoostingRegressor,0.083717436,"{
  ""HistGradientBoostingRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.08371743612929905,
    ""rmse"": 0.025950328271631712
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.08270193547467886,
    ""rmse"": 0.02596470444711502
  },
  ""RandomForestRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.0809998159546248,
    ""rmse"": 0.025988783069501312
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.07584856226723347,
    ""rmse"": 0.026061518494050574
  },
  ""BayesianRidge"": {
    ""rank"": 5,
    ""r2_score"": 0.04433001526884095,
    ""rmse"": 0.026502211645145102
  },
  ""LinearRegression"": {
    ""rank"": 6,
    ""r2_score"": 0.0377276514495426,
    ""rmse"": 0.02659360097021531
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.009931312035285855,
    ""rmse"": 0.02697495989699277
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.29520002420386193,
    ""rmse"": 0.03085294086680113
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.9287315667623917,
    ""rmse"": 0.03764991838402509
  }
}"
data\yprop_4_1\2\X_train.parquet,data\yprop_4_1\2\y_train.parquet,RandomForestRegressor,0.114744052,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.11474405174250979,
    ""rmse"": 0.02716396693989753
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.08415534901704125,
    ""rmse"": 0.027629286706879044
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.07360423142471706,
    ""rmse"": 0.027787984489726615
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.07187176561136532,
    ""rmse"": 0.02781395570428211
  },
  ""BayesianRidge"": {
    ""rank"": 5,
    ""r2_score"": 0.04960984615589037,
    ""rmse"": 0.02814554940750006
  },
  ""LinearRegression"": {
    ""rank"": 6,
    ""r2_score"": 0.04201907329626975,
    ""rmse"": 0.02825772521650646
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": 0.025663425400611062,
    ""rmse"": 0.0284979269663361
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.3685002783677853,
    ""rmse"": 0.033773899870295776
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.5491247749273451,
    ""rmse"": 0.035933702363467226
  }
}"
data\yprop_4_1\3\X_train.parquet,data\yprop_4_1\3\y_train.parquet,RandomForestRegressor,0.103728138,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.10372813760028288,
    ""rmse"": 0.02693133846630575
  },
  ""LGBMRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.0802852799622128,
    ""rmse"": 0.02728127262561413
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.06764286037668843,
    ""rmse"": 0.027468137155206736
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.06723507244731186,
    ""rmse"": 0.027474143410638814
  },
  ""BayesianRidge"": {
    ""rank"": 5,
    ""r2_score"": 0.03149999174015505,
    ""rmse"": 0.027995476975951603
  },
  ""LinearRegression"": {
    ""rank"": 6,
    ""r2_score"": 0.02734295996242231,
    ""rmse"": 0.02805549425686675
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": -0.03507171591563085,
    ""rmse"": 0.028941649357331543
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.3869091363917314,
    ""rmse"": 0.03350133097048092
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.8388293784501115,
    ""rmse"": 0.038575252165722745
  }
}"
data\yprop_4_1\4\X_train.parquet,data\yprop_4_1\4\y_train.parquet,RandomForestRegressor,0.122432685,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.1224326853355645,
    ""rmse"": 0.02697749762786184
  },
  ""LGBMRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.10891663442618205,
    ""rmse"": 0.027184453809074853
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.10076543171978702,
    ""rmse"": 0.027308505926969
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.0866471106270218,
    ""rmse"": 0.027522047928307432
  },
  ""LinearRegression"": {
    ""rank"": 5,
    ""r2_score"": 0.0694450539343362,
    ""rmse"": 0.027780013613802276
  },
  ""BayesianRidge"": {
    ""rank"": 6,
    ""r2_score"": 0.06924068917329484,
    ""rmse"": 0.02778306391416233
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": -0.01797218886665064,
    ""rmse"": 0.029055570016512492
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.47827579650577046,
    ""rmse"": 0.035013794339184376
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.6477465598622696,
    ""rmse"": 0.036966356723910125
  }
}"
data\yprop_4_1\5\X_train.parquet,data\yprop_4_1\5\y_train.parquet,LGBMRegressor,0.058783153,"{
  ""LGBMRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.05878315336327089,
    ""rmse"": 0.02813051671952827
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.05235492827309263,
    ""rmse"": 0.028226414700743364
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.0518795792343022,
    ""rmse"": 0.0282334931509672
  },
  ""BayesianRidge"": {
    ""rank"": 4,
    ""r2_score"": 0.04858494214800091,
    ""rmse"": 0.028282505092548312
  },
  ""RandomForestRegressor"": {
    ""rank"": 5,
    ""r2_score"": 0.04157220642284831,
    ""rmse"": 0.0283865467480166
  },
  ""LinearRegression"": {
    ""rank"": 6,
    ""r2_score"": 0.03554528538493473,
    ""rmse"": 0.028475659022021184
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": -0.23283830662711558,
    ""rmse"": 0.032194814255424115
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.34949580680611403,
    ""rmse"": 0.033683610240228104
  }
}"
data\yprop_4_1\6\X_train.parquet,data\yprop_4_1\6\y_train.parquet,GradientBoostingRegressor,0.036474712,"{
  ""BayesianRidge"": {
    ""rank"": 1,
    ""r2_score"": 0.03647471180659412,
    ""rmse"": 0.026746871262562415
  },
  ""LinearRegression"": {
    ""rank"": 2,
    ""r2_score"": 0.032913737157587275,
    ""rmse"": 0.02679625091710108
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.020261522768919127,
    ""rmse"": 0.0269709665789559
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.013578894130581443,
    ""rmse"": 0.027062792438712874
  },
  ""RandomForestRegressor"": {
    ""rank"": 5,
    ""r2_score"": -0.000292985485687014,
    ""rmse"": 0.02725241792287946
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 6,
    ""r2_score"": -0.00417321197216225,
    ""rmse"": 0.027305224053016417
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": -0.06925367881639088,
    ""rmse"": 0.0281761600284506
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.35959795334008504,
    ""rmse"": 0.03177215552366617
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.8955488038777175,
    ""rmse"": 0.03751534234245778
  }
}"
data\yprop_4_1\7\X_train.parquet,data\yprop_4_1\7\y_train.parquet,HistGradientBoostingRegressor,0.127870158,"{
  ""HistGradientBoostingRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.12787015836909832,
    ""rmse"": 0.027658015656298048
  },
  ""LGBMRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.11656717991072729,
    ""rmse"": 0.0278366654131121
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.09137852021316106,
    ""rmse"": 0.028230719330583447
  },
  ""RandomForestRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.08290987381228132,
    ""rmse"": 0.02836197392865805
  },
  ""BayesianRidge"": {
    ""rank"": 5,
    ""r2_score"": 0.06692142876383778,
    ""rmse"": 0.02860813539205161
  },
  ""LinearRegression"": {
    ""rank"": 6,
    ""r2_score"": 0.06669622511984064,
    ""rmse"": 0.028611587549158806
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": -0.014771849550863525,
    ""rmse"": 0.029834217407428594
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.3649399792249841,
    ""rmse"": 0.03460088618142455
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.8336562447118125,
    ""rmse"": 0.040104158271594026
  }
}"
data\yprop_4_1\8\X_train.parquet,data\yprop_4_1\8\y_train.parquet,RandomForestRegressor,0.09933355,"{
  ""RandomForestRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.0993335501370829,
    ""rmse"": 0.026465964715582026
  },
  ""LGBMRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.06386494837797774,
    ""rmse"": 0.026982052926915034
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.05967827950411131,
    ""rmse"": 0.02704232142106886
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.0557112452526799,
    ""rmse"": 0.02709930452853576
  },
  ""BayesianRidge"": {
    ""rank"": 5,
    ""r2_score"": 0.0501623728522147,
    ""rmse"": 0.02717880898375335
  },
  ""LinearRegression"": {
    ""rank"": 6,
    ""r2_score"": 0.03903407401678538,
    ""rmse"": 0.027337558839512235
  },
  ""XGBRegressor"": {
    ""rank"": 7,
    ""r2_score"": -0.04033164178070825,
    ""rmse"": 0.02844406355468674
  },
  ""SVR"": {
    ""rank"": 8,
    ""r2_score"": -0.3871627359256715,
    ""rmse"": 0.03284501338999969
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.8182413733558334,
    ""rmse"": 0.0376037800977365
  }
}"
data\yprop_4_1\9\X_train.parquet,data\yprop_4_1\9\y_train.parquet,LGBMRegressor,0.126732961,"{
  ""LGBMRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.1267329608722746,
    ""rmse"": 0.02657836524311172
  },
  ""RandomForestRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.09967507661670527,
    ""rmse"": 0.02698698498773249
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.09709458621821032,
    ""rmse"": 0.027025632050215007
  },
  ""BayesianRidge"": {
    ""rank"": 4,
    ""r2_score"": 0.07404368711461373,
    ""rmse"": 0.02736843597999037
  },
  ""LinearRegression"": {
    ""rank"": 5,
    ""r2_score"": 0.07341490061300104,
    ""rmse"": 0.027377726905688713
  },
  ""XGBRegressor"": {
    ""rank"": 6,
    ""r2_score"": -0.17569880331472065,
    ""rmse"": 0.030839176260310477
  },
  ""SVR"": {
    ""rank"": 7,
    ""r2_score"": -0.31271559841683305,
    ""rmse"": 0.032586675356965904
  },
  ""GradientBoostingRegressor"": {
    ""rank"": 8,
    ""r2_score"": -0.4012820937006334,
    ""rmse"": 0.033668015411313916
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.7829012160959106,
    ""rmse"": 0.03797680037296319
  }
}"
data\yprop_4_1\10\X_train.parquet,data\yprop_4_1\10\y_train.parquet,GradientBoostingRegressor,0.010347846,"{
  ""GradientBoostingRegressor"": {
    ""rank"": 1,
    ""r2_score"": 0.010347846021692253,
    ""rmse"": 0.041927039934420214
  },
  ""HistGradientBoostingRegressor"": {
    ""rank"": 2,
    ""r2_score"": 0.01028569702199511,
    ""rmse"": 0.04192835639832822
  },
  ""RandomForestRegressor"": {
    ""rank"": 3,
    ""r2_score"": 0.005434781266369204,
    ""rmse"": 0.04203098314195805
  },
  ""LGBMRegressor"": {
    ""rank"": 4,
    ""r2_score"": 0.0020079231776570783,
    ""rmse"": 0.04210333151823092
  },
  ""BayesianRidge"": {
    ""rank"": 5,
    ""r2_score"": 0.00013222853063854512,
    ""rmse"": 0.04214287888709301
  },
  ""SVR"": {
    ""rank"": 6,
    ""r2_score"": -0.007909536814692197,
    ""rmse"": 0.04231201346882446
  },
  ""LinearRegression"": {
    ""rank"": 7,
    ""r2_score"": -0.010986289511350167,
    ""rmse"": 0.04237654525380314
  },
  ""XGBRegressor"": {
    ""rank"": 8,
    ""r2_score"": -0.0528837690495918,
    ""rmse"": 0.04324571983080122
  },
  ""DecisionTreeRegressor"": {
    ""rank"": 9,
    ""r2_score"": -0.30553879580399235,
    ""rmse"": 0.04815571172801092
  }
}"
